text1,text2
"his creator  richard bowden  lecturer at the centre for vision  speech and signal processing at the university of surrey  refers to jeremiah as  him   rather than it.
jeremiah is a virtual face that attempts to emulate humans in the way it responds to activity.
the surrey team is already working on jeremiah s next version  that will replace the human face with an underwater and more interactive creature: finn the fish.
i am interested in the interaction  providing the ability of a system to watch what s going on and make decisions based on that   explained dr bowden.
when we put the surveillance cameras in our centre  a lot of people were very unhappy about the fact that there was a system watching them   said dr bowden.","she said this would counter  so-called independent  groups like migration watch  which she described as an anti-immigration body posing as independent.
she said her proposals mean  we wouldn t have so-called independent experts  like migration watch  who come into this debate from an anti-immigration point of view."
"greene sets sights on world title maurice greene aims to wipe out the pain of losing his olympic 100m title in athens by winning a fourth world championship crown this summer.
i lost because of the things i did   said greene  who races in birmingham on friday.
but greene believes he lost the race and his title in the semi-finals.
the pair contest the 60m  the distance over which greene currently holds the world record of 6.39 seconds.","versace art portfolio up for sale the art collection of murdered fashion designer gianni versace could fetch up to £9m ($17m) when it is auctioned in new york and london later this year.
much of the collection will be offered for sale at three auctions in new york in june  with smaller contemporary paintings going under the hammer in london on 22 and 23 june."
"irish markets reach all-time high irish shares have risen to a record high  with investors persuaded to buy into the market by low inflation and strong growth forecasts.
buoyant economic conditions are set to continue in ireland over the next few years and irish equities continue to offer quality growth at a reasonable valuation.
ireland s economic  miracle  is enjoying a second wind  with 5% growth forecast for 2005 and 2006.","krispy kreme shares hit shares in krispy kreme doughnuts have taken a dunking on wall street after the firm revealed it would have to restate its 2004 financial reports.
krispy kreme said accounting errors had forced the move  adding that its board of directors made the decision to restate its accounts on 28 december.
krispy kreme said the latest adjustments involved the way it accounted for the repurchase of three franchise restaurants."
"mr blunkett told bbc radio sheffield:  i fell in love with someone and they wouldn t go public and things started to go very badly wrong in the summer  and then the news of the world picked up the story.
shadow home secretary david davis says mr blunkett should quit if he is found to have influenced the visa process even indirectly.
home office minister fiona mactaggart said she hoped mr blunkett would survive in his job.",mps issued with blackberry threat mps will be thrown out of the commons if they use blackberries in the chamber speaker michael martin has ruled.
"tv calls after carroll error spurs boss martin jol said his team were  robbed  at manchester united after pedro mendes  shot clearly crossed the line but was not given.
but i read an article the other day which suggested that if a referee can t make up his mind after 30 seconds of watching a video replay then the game should carry on.
when the whole world apart from the referee has seen there should be a goal at old trafford  that just reinforces what i feel - there should be video evidence   said wenger.
it s a great example of where the referee could have asked to see a replay and would have seen in five seconds that it was a goal.","el guerrouj targets cross country double olympic champion hicham el guerrouj is set to make a rare appearance at the world cross country championships in france.
i haven t quite decided what events i will compete in prior to london but the world cross country is an event which is also special to me and is a definite possibility   said the two-time champion."
"the 337 000 new jobs added to us payrolls in october was twice the 169 000 figure that wall street economists had forecast.
kathleen utgoff  commissioner of the bureau of labor  said many of the 71 000 new construction jobs added in october were involved in rebuilding and clean-up work in florida  and neighbouring deep south states  following four hurricanes in august and september.","edwards tips idowu for euro gold world outdoor triple jump record holder and bbc pundit jonathan edwards believes phillips idowu can take gold at the european indoor championships.
idowu landed 17.30m at the british trials in sheffield last month to lead the world triple jump rankings."
"according to its estimate  as much as 13.6% of the loans made by private banks to clients in the disaster zone has been written off or damaged.
the association estimates that the private banking sector has 25bn rupees ($250m; £135m) of loans outstanding in the disaster zone.","tautou film tops cesar prize nods french film a very long engagement has received 12 nominations for france s cesar film awards  despite a recent ruling it was  not french enough .
the ruling meant the movie - which was filmed in france and used french actors and technicians - was not eligible to compete for french prizes."
"losing yourself in online gaming online role playing games are time-consuming  but enthralling flights from reality.
but are some people taking their fantasy lives too seriously   when video game world of warcraft hit the shops in europe last week fans wrote in to the bbc website to express their delight - and to offer a warning.
an addiction to a game like this is far more costly in time than any substance could impair - keep track of time   wrote travis anderson  in texas.
some of the comments were humorous:  this game is so good i m not going to get it  there s no way i could limit the hours i d spend playing it   wrote charles macintyre  from england.
but some struck a more worrying tone about the massively multiplayer online role playing game (mmorpg):   you need to get out more  could be the motto of any mmorpg.
gaming is like any other pastime - it can quickly become an unhealthy obsession  whether it is spending too much time in the gym  in front of the television  or reading poetry.
however  stories about gamers spending 10 to 15 hours a day in front of some video games are becoming more frequent.
massively multiplayer online role playing games - mmorpgs - allow thousands of gamers to share a common experience of sharing fantasy or science fiction worlds.
e hayot  writing in the culture blogzine print culture  said recently:  i used to play the online role-playing game everquest a lot.
he says that in the world of online gaming such behaviour  wasn t that unusual; lots of people i knew in the game played eq that much .
another correspondent wrote:  i believe that he is addicted to the online gaming  and that is the cause of his depression and restlessness.
the sad truth is my husband spent 11 hours today playing his warcraft game.
so is the solution to force ourselves to stop playing..or do we just need to make real life a bit more interesting   sadly with all the talk of people becoming obsessed with gaming  i find myself longing to have the time to join them.
i think the line between playing a game a lot and a gaming addiction is really quite distinct.
i play games a lot  definately over 20 hours a week  but i don t go missing work or other commitments in order to play games.
when you stop playing you re at the same point as when you started; all the achievements of your 10 hour session are irretrievably locked in the game and  since you ve gained nothing in the real world  you may as well pile on more achievement in the fake one.
obviously  somebody who spends thirty hours a week playing everquest has a problem.
it is easier to escape into a controlled fantasy world than face reality at times - in other words the goal offered in the pc game are  easier  and more fun than the real world.
i played star wars galaxies for about a year and can attest to the addictiveness of these games.
whilst i would warn against people giving to much of there life to these games  i believe they are a better way to spend your time than say watching tv.
i think i m obsessed with gaming in general  i spend far too much time playing games like everquest 2 and football manager rather than going out and interacting with real people and when i do try to  i m always thinking in the back if my mind that i d rather be in front of the computer winning the league with cambridge united.
i am obsessed with online role playing games.
i spend about five hours per day online playing it and i rarely get more than four to five hours sleep before getting up for work the next morning...
nearly most of south koreans are addicted to online games  and one korean died because of the lack of food and water he had through playing online games.
me and my mate play online for an hour or two a day  we re both aware of how much time can disappear by sitting in front of a tv  trying to  frag  some individual.
it s getting the balance between getting home and relasing the stress of a day by an hour or so gaming  and enjoying  real  life...
having played mmorpg games for some years i agree that these type of games can be life sucking.
most mmorpg games you need a credit card to play but i dont think parents know just what they are letting there children into.
24hours  when i was a kid at school and i was on half term  ultima online was the game  ahhhh them was the days !","mr fischer will face a delicate balancing act - both in political and economic terms - between mr sharon and finance minister binyamin netanyahu  who also backed his nomination.
in 1983 mr fischer became adviser on israel s economy to then-us secretary of state george shultz."
"tsunami to cost sri lanka $1.3bn sri lanka faces a $1.3bn (£691m) bill in 2005 for reconstruction after the tsunami which killed more than 30 000 of its people  its central bank says.
a full reckoning of the economic cost to sri lanka of the tsunami will not be clear for some time to come.","asia quake increases poverty risk nearly two million people across asia could be thrown into poverty because of the indian ocean tsunami  the asian development bank (adb) has said.
the adb fears that 1 million indonesians could join them  while in india just over half a million people - 645 000 - are at risk of falling into poverty.
a quarter of a million sri lankans and 23 500 people in the maldives are also facing poverty.
sri lanka and the maldives are the two countries the adb fears are most at risk of suffering lasting economic damage from the tsunami.
but the economies of the affected countries except sri lanka and the maldives should emerge with minimal damage   the adb report said."
"chinese dam firm  defies beijing  the china three gorges project corp is refusing to obey a government order to stop construction of one of its giant dams  the chinese state press has said.
the firm has also ignored orders to stop construction at two of its other projects - the three gorges underground power plant and the three gorges project electrical power supply plant.","the film star  who recently played the title role in historical blockbuster alexander  will make a cameo appearance as an unruly irishman.
other film stars to have appeared in scrubs include heather graham  while friends actor matthew perry has guest-starred and directed an episode of the show."
"defection timed to hit tax pledge with impeccable and precisely-calculated timing  tory defector robert jackson and his new labour bosses have attempted to overshadow michael howard s latest announcement on taxation and spending.
the big idea is his £35bn savings on waste and bureaucracy which mr howard has pledged to plough back into public services and tax cuts.
but mr howard announced that  of the £35bn he has earmarked from savings  £12bn will be used to plug labour s claimed financial black hole with any left over going to tax cuts in mr letwin s first budget.
and many on the tory benches have been crying out for mr howard to get back onto the old tory tax cuts agenda.","paris promise raises welsh hopes has there been a better six nations match than saturday s epic in paris   and can the welsh revival continue all the way to a first grand slam since 1978  those are the two questions occupying not just wales supporters but rugby fans as a whole after a scintillating display in paris.
but since they threw off the shackles against new zealand in the 2003 world cup  wales have rediscovered much of what made them a great rugby nation in the first place.
the  joie de vivre  so evident in that magical second-half spell in paris also stems from a style of play that first wooed supporters the world over in the 1970s.
if england had half the innate attacking exuberance wales have produced in this championship  they would not be contemplating the debris of three consecutive defeats.
similarly  wales have learnt that style alone does not win matches  and that forward power  mental toughness and good decision-making under pressure are equally important."
"civil servants in strike ballot the uk s biggest civil service union is to ballot its 290 000 members on strikes in protest at government plans to extend their pension age to 65.
the government says unions will be consulted before any changes are made to the pension system.
bbc correspondent stephen cape said the combined unions represented  a formidable force  which could embarrass the government in the run-up to the general election.","russian ex-spy on hunger strike an ex-russian intelligence officer who risked his life spying for mi6 is entering the seventh week of a hunger strike near 10 downing street.
viktor makarov  50  claims he has been betrayed by the british authorities  who promised he would live like an  average british citizen .
commenting on mr makarov s case  he said:  the british state is not a fat cow - it is impossible to come here and demand give me more money every week.
i believe the government of the united kingdom  which in that respect was probably the same as most other power authorities - took the information that victor makarov had  wrung him dry and left him to hang out in the cold   mr kahn said."
"cable offers video-on-demand cable firms ntl and telewest have both launched video-on-demand services as the battle between satellite and cable tv heats up.
video-on-demand will offer a deeper range of content than currently exists on tv.
with both services on offer from telewest  mr tveter is confident the cable firm can dent not just the viewing figures for terrestrial tv but also gain a huge competitive advantage over sky.
we offer the best of both worlds and most households have an interest in having both video-on-demand and pvr   he said.
ntl said it had not ruled out the possibility of offering a pvr but for the moment is concentrating on video-on-demand.","new year s texting breaks record a mobile phone was as essential to the recent new year s festivities as a party mood and auld lang syne  if the number of text messages sent is anything to go by.
wishing a happy new year to friends and family via text message has become a staple ingredient of the year s largest party.
the mda predicts that 2005 could see more than 30bn text messages sent in the uk."
"if best film nominees were drawn on the basis of column inches  two of the front-runners would have had to be michael moore s bush-baiting documentary fahrenheit 9/11 and mel gibson s the passion of the christ.
while he said the oscar voting panel were not  snubbing  moore s film  he thought it was unlikely a documentary could ever seriously compete in a best film category.
but mr dams said:  it s not an inflammatory film.
another  contentious  film  mr dams said  has gained a nomination in the best documentary section through the force of its charm.
mr dams said:  it s a political film  but it s quite fun and punky and well-paced.",
"in bittorrent systems  server sites do not host the files being shared.
as well as filing an unspecified number of file suits across the us  the mpaa said it had given operators that host edonkey servers  take down  notices.
it has filed 100 lawsuits against operators of bittorrent server sites since december.","sfa awaits report over mikoliunas the scottish football association is awaiting referee hugh dallas s report before acting against hearts winger saulius mikoliunas.
hearts  boss john robertson said:  mikoliunas has thrown his chest against the assistant referee s chest and got a red card for it.
why were 10 000 hearts fans incensed   why did nobody from the rangers  bench claim for a penalty kick   rangers  boss alex mcleish accepted referee dallas had no option but to send prso off."
air jamaica back in state control the jamaican government is regaining control of air jamaica in an bid to help the ailing company out of its financial difficulties.,"- tim dams  screen international: film - the aviator; director - clint eastwood; actor - jamie foxx; actress - hilary swank.
- angie errigo  empire: film - the aviator; director - clint eastwood; actor - jamie foxx; actress - hilary swank.
- philip french  the observer: film - the aviator; director - martin scorsese; actor - jamie foxx; actress - hilary swank.
- charles gant  heat: film - the aviator; director - clint eastwood; actor - jamie foxx; actress - hilary swank.
- steven gaydos  variety: film - the aviator; director - martin scorsese; actor - jamie foxx; actress - hilary swank.
- jamie graham  total film: film - the aviator; director - martin scorsese; actor - jamie foxx; actress - hilary swank.
- wendy ide  the times: film - the aviator; director - martin scorsese; actor - jamie foxx; actress - imelda staunton.
- jonathan ross  film 2005: film - the aviator; director - martin scorsese; actor - jamie foxx; actress - hilary swank.
- tim dams  screen international: film - million dollar baby; director - clint eastwood; actor - jamie foxx; actress - hilary swank.
- angie errigo  empire: film - the aviator; director - martin scorsese; actor - jamie foxx; actress - hilary swank."
"the total number of people and businesses on broadband rose by to 32.5 million in the year ending june 2004  compared to 23.5 million in june 2003.
broadband over the phone line makes up 11.4 million connections  according to the fcc figures.","lg card had been threatened with collapse because of its huge debts but the firm s creditors and its former parent have stepped in to rescue it.
lg card will not need any more financial aid after this   laah chong-gyu  executive director of korea development bank - one of the firm s creditors - said."
"straw attacked on china arms moves to lift the european union s ban on arms exports to china have been condemned by human rights groups and the conservatives.
mr straw said it was wrong to put china under the same embargo as countries such as zimbabwe and burma.
the code of conduct is much more effective  it s a more powerful tool of and we intend to strengthen it as a pre-condition of lifting the embargo with china   he said.
human rights groups say the code of conduct is not legally binding - but mr straw said it would be given legal force by the laws of many eu countries.","uk heading wrong way - howard tony blair has had the chance to tackle the problems facing britain and has failed  michael howard has said.
britain is heading in the wrong direction   the conservative leader said in his new year message.
how much tax do people want to pay  who will give taxpayers value for money  the clean hospitals and good  disciplined schools they want   who can be trusted to get a grip on the disorder on our streets and the chaos in our immigration system    mr blair has failed to tackle these problems  he claimed  saying he has the  wrong solution  to them.
let us never forget that when michael howard was in government britain suffered mass unemployment  15% interest rates  record home repossessions  and the introduction of the poll tax."
"ireland win eclipses refereeing  errors  the international rugby board may have to step in to stop frustrated coaches and players from publicly haranguing referees when things go belly-up.
however  one has to credit ireland flanker johnny o connor for cleverly scooping the ball away and blocking any evidence of a touchdown.
the referee also missed england s danny grewcock taking out ronan o gara off the ball to allow martin corry a sunday stroll to the line.
brian o driscoll s winning try was as well-conceived as they come  while charlie hodgson s brilliant kicking display was another highlight.
two outstanding pieces of defensive play denied england and allowed ireland to hold on.
england had turned ireland one way then the other  and the defence cordon was slowly disintegrating.
to win a game like that showed that ireland have moved forward.","it is a pilot project run by eduvision  which is looking at ways to use low cost computer systems to get up-to-date information to students who are currently stuck with ancient textbooks.
matthew herren from eduvision told the bbc programme go digital how the non-governmental organisation uses a combination of satellite radio and handheld computers called e-slates.
the e-slates connect via a wireless connection to a base station in the school.
the base station processes the information from the satellite transmission and turns it into a form that can be read by the handheld e-slates.
we plan to put a solar panel at the school with the base station  have the e-slates charge during the day when the children are in school  then they can take them home at night and continue working."
"the premier insisted mr brown will have a key role in labour s campaign  and praised his handling of the economy.
bbc political editor andrew marr said that mr brown s article was  a warning shot  to mr blair not to try and cut him out of the manifesto writing process.
mr blair argued that under new labour the country had changed for the better and that was  in part  because of mr brown s management of the economy.","troubled marsh under sec scrutiny the us stock market regulator is investigating troubled insurance broker marsh & mclennan s shareholder transactions  the firm has said.
marsh is also the focus of an inquiry the new york attorney-general into whether insurers rigged the market."
"csa  could close   says minister ministers would not rule out scrapping the child support agency if it failed to improve  work and pensions secretary alan johnson has warned.
but he said replacing the controversial csa would be  the nuclear option .
a report by the commons work and pensions committee called for the agency to be wound up unless it improved its service within weeks.
theresa may  tory shadow work and pensions secretary  said:  we have got to find a way that s going to ensure those payments get through to the people who are due them.","a delta spokesperson confirmed on wednesday that ms simonetti was no longer an employee.
a spokesperson reiterated this position on wednesday  confirming only that ms simonetti was no longer with the company.
she said in an official statement:  as a result of my suspension and subsequent termination without cause by delta airlines i am moving forward with filing a discrimination complaint with the federal government eeoc [us equal employment opportunity commission].
ms simonetti told the bbc news website she had received no warning or further explanation when she was suspended on 25 september.
a legal expert in the us speculated that delta might be concerned that the fictional content on the blog may be linked back to the airline after the images were posted."
"row brewing over peer-to-peer ads music download networks are proving popular not just with an audience of youngsters keen to take advantage of free music but with advertisers equally keen to reach out to a captive audience.
paul myers  chief executive of wippit - a peer to peer service which provides paid-for music downloads - believes it is time advertisers stopped providing  oxygen  for companies that support illegal downloading.
you may be surprised to know that current advertisers on the most popular peer to peer service edonkey who now steadfastly support copyright theft with real cash money include nat west  vodafone  o2  first direct  ntl  and renault   he said in an open letter to the british phonographic industry last month.
the bpi strongly believes that any reputable company should look carefully at the support they are giving these networks through their advertising revenue   it said in a statement.
but the issue is often more complicated for advertisers  said mark mulligan  a music analyst with jupiter research.
advertisers probably pay a lot less for putting ads here than on more respected sites and they are reaching the perfect target audience   he said.","boothroyd calls for lords speaker betty boothroyd has said the house of lords needs its own speaker and that peers should lead the way on reforming the upper chamber.
lady boothroyd said she believed it was unacceptable for the lord chancellor to have the role of speaker.
i would really like to see a speaker of the house of lords   she said."
"hantuchova in dubai last eight daniela hantuchova moved into the quarter-finals of the dubai open  after beating elene likhotseva of russia 7-5 6-4  and now faces serena williams.
davenport defeated china s jie zheng 6-2 7-5  while french open champion myskina sailed through after her opponent marion bartoli retired hurt.
i feel i have an advantage (over serena) because i have already played two matches on these courts   she said.","ireland got themselves on the scoreboard with an o gara penalty and by the 24th minute the visitors were ahead.
stuart grimes pulled down o kelly at a line-out  ireland kicked the penalty to touch and from the set-piece  the big lock was driven over by the rest of his pack.
o gara added the conversion and a further penalty  after shane horgan almost grabbed a second try from o gara s chip to the corner  only for the ball to spill from his hand.
scotland suffered a further blow on the resumption when ireland flanker johnny o connor won another vital turnover  and o gara s basketball pass sent hickie over in the left corner.
g murphy; g dempsey  s horgan  k maggs  d hickie  r o gara  p stringer; r corrigan  s byrne  j hayes  m o kelly  p o connell  s easterby  j o connor  a foley."
"police probe bnp mosque leaflet police are investigating a british national party leaflet posted to homes in south wales opposing plans for a new mosque.
swansea s muslim community is raising money to open a new mosque and community centre in the former st andrews united reform church.
i m quite shocked to see this sort of leaflet by the bnp in swansea   he said.
andy richards  of swansea uaf  said the leaflet was exactly what he had come to expect from the bnp.",bennett play takes theatre prizes the history boys by alan bennett has been named best new play in the critics  circle theatre awards.
itunes now selling band aid song ipod owners can now download the band aid single from itunes after apple reached agreement with the charity.,"a question of trust and technology a major government department is without e-mail for a week  and technology analyst bill thompson wants to know what happened.
it has emerged that the internal network crashed in a particularly horrible way  depriving staff of e-mail and access to the application software they use to calculate people s benefit and pension entitlement or note changes in personal circumstances.
this is certainly unfortunate  but i have a lot of sympathy for the network managers and technology staff involved.
so i will reserve judgment on the technology aspects until we all know what actually happened and whether it was a consequence of software failure or just bad luck."
"no uk premiere for rings musical the producers behind the lord of the rings musical have abandoned plans to premiere the show in london because no suitable theatre was available.
i know there will be a lot of disappointed british tolkien fans who hoped to see the show in london  but we couldn t get a london theatre in time   added the british producer.
the world premiere of the stage musical  co-produced by canadian theatrical impresarios david and ed mirvish  will take place at toronto s princess of wales theatre next year.","prop jones ready for hard graft adam jones says the wales forwards are determined to set the perfect attacking platform for the backs by dominating the powerful france pack in paris.
we will see how good france are and the scrum is the key.
gethin [jenkins] won t be intimidated tomorrow  none of us will   said jones  who will be facing france for the first time."
"the nao s annual report showed the total cost of the 20 projects covered was expected to reach £50bn - 14% higher than originally planned.
a senior defence official  speaking to the bbc s defence correspondent paul adams  said that although the figures were still not good enough  the report reflected unrealistic expectations early on in the project cycle.
lord bach  minister for defence procurement  said he was  obviously still disappointed with the cost and time increases shown   but insisted that the defence procurement agency had  undertaken a huge amount of work to expose any underlying problems on projects .","in nice last week  the european commission announced its networked & electronic media (nem) initiative.
the commission wants people to be able to locate the content they desire and have it delivered seamlessly  when on the move  at home or at work  no matter who supplies the devices  network  content  or content protection scheme.
they have identified that many groups have defined the forms of digital media in the areas that nem encompasses.
many feel that the most difficult and challenging area for the commission will be to identify a solution for different digital rights management (drm) schemes."
"the growing criminal use of malware has meant the end of the neat categorisation of different sorts of viruses and malicious programs.
he said many of the criminal programs came from eastern europe where cash-rich organised gangs can find a ready supply of technical experts that will crank out code to order.
few of the malicious programs written by hi-tech thieves are cleverly written  many are much more pragmatic and use tried and tested techniques to infect machines or to trick users into installing a program or handing over important data.
as the tactics used by malicious programs change  said mr king  so many firms were changing the way they defend themselves.
in some cases spyware was being written that searched for rival malicious programs on pcs it infects and then trying to erase them so it has sole ownership of that machine.","newcastle to join morientes race newcastle have joined the race to sign real madrid striker fernando morientes and scupper liverpool s bid to snap up the player  according to reports.
but the liverpool echo newspaper has said anfield boss rafa benitez will avoid a bidding war and instead turn his attentions to nicolas anelka.
on tuesday  morientes had said:  i like liverpool and i am pleased that a club of their stature want to buy me."
"lawyers for news organisations said it was  really vital  for the responses of 250 potential jurors to be made public  to serve as a check on the process .
it is estimated his trial will cost santa barbara county up to $4m (£2.13m).
describing mr jackson as  a good person   the mother-of-nine said she feared he would not be given a fair trial.","italy have only recorded three wins since they joined the six nations in 2000  but two of those have come against scotland.
as a nation  our quest is to be respected as a team worthy of a place in this tournament and we can only do this by winning games."
"supercomputer breaks speed record the us is poised to push japan off the top of the supercomputing chart with ibm s prototype blue gene/l machine.
doe test results show that blue gene/l has managed speeds of 70.72 teraflops.
the ibm blue gene/l is only a prototype and is one 5th the speed of the full version  due to be completed for the livermore labs in 2005.
but in september  ibm said that another blue gene/l machine clocked up 36.01 teraflops  marginally surpassing the earth simulator s performance.
ibm s senior vice president of technology and manufacturing  nick donofrio  believes that by 2006  blue gene will be capable of petaflop computing.
one area where mr donofrio sees supercomputing - and blue gene machines in particular - as crucial is health.
compared with the current fastest supercomputers  blue gene is designed to consume one 15th the power and be 10 times more compact.
the blue gene/l machine that will be completed next year will be five million times faster.","euronext  poised to make lse bid  pan-european group euronext is poised to launch a bid for the london stock exchange  uk media reports say.
last week  the lse rejected a takeover proposal from german rival deutsche boerse - the 530 pence-a-share offer valued the exchange at about £1.35bn.
meanwhile  german magazine der spiegel said part of mr seifert s negotiations with the lse were about where to base the future board of any merged exchange."
"the tories criticised the lib dem stance  saying mr oaten had initially said he accepted mr blunkett s word unless further evidence emerged.
but lib dem officials say mr oaten was speaking when an inquiry was under way and was avoiding rushing to judgement.","mcdonald s to sponsor mtv show mcdonald s  the world s largest restaurant chain  is to sponsor a programme on music channel mtv as part of its latest youth market promotion.
mcdonalds has also been taking steps to improve its junk food reputation  revamping its menu and providing clients with health-related products such as pedometers."
"tory leader michael howard said lord butler had given the  most damaging testimony  he could remember.
lord butler said mr blair bypassed the cabinet and relied instead on small  informal groups of advisers to help him make decisions.
lord butler said the government had too much freedom to  bring in bad bills  and  to do whatever it likes  and it relied too much on the advice of political appointees.
lord butler s report earlier this year into iraq intelligence said the government s september 2002 weapons dossier did not make clear intelligence about claims that saddam hussein had stockpiles of chemical and biological weapons was  very thin .
asked why he thought the warnings were not there lord butler said:  one has got to remember what the purpose of the dossier was.
liberal democrat deputy leader menzies campbell said he thought lord butler s comments were  well justified  and mr blair s style of leadership was  corrosive of the whole system of government .","it also sees delivering tv over broadband as a way of getting high-definition (hd) content to people sooner than they will be able to get it through conventional  regular broadcasts.
delivering programmes over broadband offers clear public value  says the bbc  because it gives people more control  and more choice.
since it uses internet technology  iptv could mean more choice of programmes  more  more interactivity  tailored programming  and more localised content outside of conventional satellite  digital cable  and terrestrial broadcasts.
the bbc recognises that tv over broadband is a reality and aims to innovate with it  said rahul chakkara  controller of bbci s 24/7 interactive tv services.
it helps  said mr burke  that people are more au fait with terms like  digital    interactive   now that digital tv reaches more than 56% of uk homes.
bt does not see itself as a broadcaster of iptv services  rather as an  enabler   said mr burke.
with a broadband net subscription  you can also get your tv and phone service."
"fry will provide the voice of the guide  an electronic book which accompanies the story s hero arthur dent on his travels around the galaxy.
the film s executive producer robbie stamp said that adams  who died in 2001  would have been  delighted  with the choice of fry for the role.","levy takes whitbread novel prize orange prize winner andrea levy has seen her book small island win the whitbread novel of the year award.
she is now favourite to win the overall prize after beating booker winner alan hollinghurst s the line of beauty.
all the category winners go through to compete for the whitbread book of the year title  which carries with it a £25 000 prize.
in the biography category it was john guy s the life of mary queen of scots that was picked as winner.
children s winner mccaughrean  who went into magazine publishing after studying teaching  previously won the whitbread prize in 1987 with a little lower than angels and in 1994 with gold dust."
"rapper 50 cent ends protege feud rapper 50 cent has ended his public feud with his protege the game as the pair said they wanted to be good role models for their communities.
a member of the game s entourage was reportedly shot outside a radio station where 50 cent was being interviewed.
the boys choir of harlem got a cheque for $150 000 (£77 800) from 50 cent  while the game handed over $103 500 (£53 400).","mr ebbers is on trial for fraud and conspiracy in relation to worldcom s collapse in 2002.
mr sullivan has spent two days being cross-examined by lawyers for former worldcom chief executive mr ebbers.
mr sullivan  42  has already pleaded guilty to fraud and will be sentenced following mr ebbers  trial  where he is appearing as a prosecution witness."
"but tory co-chairman liam fox said labour s plans showed mr blair was  terrified of facing proper scrutiny .
mr milburn said the economy would take centre stage in labour s campaign in what would be a  watershed  election and the  last stand of the thatcherites .
mr milburn said labour s slogan would be  britain is working - don t let the tories wreck it.
mr milburn said labour s media effort this time would focus more on local newspapers and broadcasters  with every local radio station given the chance to interview the prime minister.","downing street has denied the claims  made in a new book about the attorney general lord goldsmith s advice.
the government has consistently refused to publish lord goldsmith s advice on the legality of the war - saying such papers have always been kept confidential.
after that downing street proceeded to set out his [lord goldsmith s] view in a parliamentary answer which was then published on 17 march   said mr sands.
this would be wrong even if lord goldsmith had signed the statement  mr cook said  because the attorney general s advice should be an  independent legal opinion   not subject to  political negotiation of this kind ."
"roddick splits from coach gilbert andy roddick has ended an 18-month association with coach brad gilbert which yielded the us open title and saw the american become world number one.
roddick won 121 of his 147 matches while working with gilbert  and said he had enjoyed their time together.","tautou  to star in da vinci film  french actress audrey tautou  star of hit film amelie  will play the female lead in the film adaptation of the da vinci code  it has been reported.
the movie version of dan brown s best-selling novel is being directed by ron howard and also stars tom hanks."
"asia quake increases poverty risk nearly two million people across asia could be thrown into poverty because of the indian ocean tsunami  the asian development bank (adb) has said.
the adb fears that 1 million indonesians could join them  while in india just over half a million people - 645 000 - are at risk of falling into poverty.
a quarter of a million sri lankans and 23 500 people in the maldives are also facing poverty.
sri lanka and the maldives are the two countries the adb fears are most at risk of suffering lasting economic damage from the tsunami.
but the economies of the affected countries except sri lanka and the maldives should emerge with minimal damage   the adb report said.","the firm  which last year made a number of other new finds in the rajasthan area  said the latest discovery could lead to large gas volumes.
cairn s string of finds in rajasthan last year saw it elevated to the ftse 100 index of the uk s leading listed companies."
"labour said the economy was at the heart of the campaign and mr brown therefore had a prominent role.
a labour party spokesman played down differences with mr wyatt and said mr brown already had a prominent campaign role.","show over for mtv s the osbournes rock star ozzy osbourne has said his family will not make any more episodes of reality tv show the osbournes.
ozzy osbourne said he had had enough of the work involved in making the series."
"media gadgets get moving pocket-sized devices that let people carry around video and images are set to have a big year in 2005  according to industry experts.
archos launched its latest range of its linux-based portable media devices at the consumer electronics show in las vegas on friday.
the tivo to go service means that us consumers will be able to take any programmes they record on their tivos and transfer it for free to watch on any of the windows-based portable media players or smartphones.
and a service is launching with msn to provide people with shortened versions of news  entertainment and other video on a subscription basis for download via the pc onto the portable devices.
but the ability to record directly from tv  vcr  and digital cable and satellite boxes  which windows-based devices do not offer  certainly gives people more content to watch on the go too.
but that does not prevent people from finding ways to create their own content to share online and swap on portable devices  particularly via those which are wi-fi enabled.","dvd review: harry potter and the prisoner of azkaban this third harry potter film brought a change of director and a dramatic visual shake-up that really shines on dvd.
you will understand why they were deleted but it is fun to see more footage - and not have to hunt through endless menus to find it  as we did on the first harry potter dvd.
the most interesting pieces are an interview with jk rowling in creating the vision and conjuring a scene  a short featurette about the making of the film s big moments."
"united wasted a host of chances to make it safe as jones made some great saves  but wayne rooney put the tie beyond doubt late on with a cool finish.
united sensed a chance to finish the tie as a contest early on and ronaldo blazed over before jones saved well from scholes and then rooney.
in stoppage time exeter created their best chance as alex jeannin swung in a cross from the left that devine managed to flick goalwards  but the ball flew wide of howard s goal.
moments later devine had the chance to make himself a hero  but he could only volley jeannin s brilliant cross wide of howard s goal after being left unmarked six yards out.",musical treatment for capra film the classic film it s a wonderful life is to be turned into a musical by the producer of the controversial hit show jerry springer - the opera.
edelman added that it was pointless having a brand new stadium if the team did not match the surroundings.,"dominik hrbaty  who had not lost a set in his three singles matches in the group stages  then upset world number seven guillermo coria 6-4 6-1.
world number 31 hantuchova  ranked two places above dulko  looked nervous as she dropped the first four games of the match.
i was so nervous because i really wanted to win for the team and for dominik as he played so well all week   she said."
